Fecha;Unidades;TRM;TRMdesfas
07/01/2017;192;$ 2.919,01 ;$ 2.984,78 
08/01/2017;0;$ 2.919,01 ;$ 3.012,12 
09/01/2017;0;$ 2.919,01 ;$ 3.100,12 
10/01/2017;609;$ 2.919,01 ;$ 3.100,12 
11/01/2017;727;$ 2.949,60 ;$ 3.100,12 
12/01/2017;955;$ 2.980,80 ;$ 3.100,12 
13/01/2017;1110;$ 2.930,19 ;$ 3.100,12 
14/01/2017;237;$ 2.935,96 ;$ 3.124,91 
15/01/2017;0;$ 2.935,96 ;$ 3.131,11 
16/01/2017;853;$ 2.935,96 ;$ 3.135,65 
17/01/2017;927;$ 2.935,96 ;$ 3.163,49 
18/01/2017;868;$ 2.924,77 ;$ 3.163,49 
19/01/2017;937;$ 2.934,58 ;$ 3.163,49 
20/01/2017;850;$ 2.938,24 ;$ 3.144,72 
21/01/2017;208;$ 2.927,91 ;$ 3.139,76 
22/01/2017;0;$ 2.927,91 ;$ 3.187,97 
23/01/2017;666;$ 2.927,91 ;$ 3.187,97 
24/01/2017;842;$ 2.908,53 ;$ 3.170,64 
25/01/2017;798;$ 2.932,01 ;$ 3.170,64 
26/01/2017;950;$ 2.927,53 ;$ 3.170,64 
27/01/2017;923;$ 2.936,72 ;$ 3.142,20 
28/01/2017;244;$ 2.930,17 ;$ 3.165,09 
29/01/2017;0;$ 2.930,17 ;$ 3.085,60 
30/01/2017;941;$ 2.930,17 ;$ 3.068,34 
31/01/2017;1846;$ 2.936,66 ;$ 3.061,04 
01/02/2017;583;$ 2.921,90 ;$ 3.061,04 
02/02/2017;723;$ 2.906,78 ;$ 3.061,04 
03/02/2017;742;$ 2.882,20 ;$ 3.049,47 
04/02/2017;211;$ 2.855,80 ;$ 3.015,47 
05/02/2017;0;$ 2.855,80 ;$ 2.989,71 
06/02/2017;590;$ 2.855,80 ;$ 2.989,71 
07/02/2017;781;$ 2.853,99 ;$ 3.002,80 
08/02/2017;833;$ 2.867,76 ;$ 3.002,80 
09/02/2017;896;$ 2.879,49 ;$ 3.002,80 
10/02/2017;849;$ 2.862,63 ;$ 2.984,02 
11/02/2017;206;$ 2.851,98 ;$ 2.982,29 
12/02/2017;3;$ 2.851,98 ;$ 2.964,56 
13/02/2017;735;$ 2.851,98 ;$ 3.000,47 
14/02/2017;810;$ 2.875,46 ;$ 2.997,20 
15/02/2017;820;$ 2.867,64 ;$ 2.997,20 
16/02/2017;808;$ 2.876,03 ;$ 2.997,20 
17/02/2017;767;$ 2.875,68 ;$ 3.019,44 
18/02/2017;200;$ 2.902,81 ;$ 2.988,06 
19/02/2017;0;$ 2.902,81 ;$ 2.989,14 
20/02/2017;633;$ 2.902,81 ;$ 2.996,03 
21/02/2017;845;$ 2.902,81 ;$ 2.996,60 
22/02/2017;911;$ 2.902,68 ;$ 2.996,60 
23/02/2017;818;$ 2.893,55 ;$ 2.996,60 
24/02/2017;1052;$ 2.871,67 ;$ 2.996,60 
25/02/2017;275;$ 2.886,52 ;$ 2.992,81 
26/02/2017;0;$ 2.886,52 ;$ 3.019,72 
27/02/2017;1014;$ 2.886,52 ;$ 3.000,71 
28/02/2017;1931;$ 2.896,27 ;$ 3.000,71 
01/03/2017;485;$ 2.919,17 ;$ 3.000,71 
02/03/2017;708;$ 2.935,75 ;$ 3.000,71 
03/03/2017;697;$ 2.960,91 ;$ 3.000,71 
04/03/2017;164;$ 2.977,43 ;$ 2.981,06 
05/03/2017;0;$ 2.977,43 ;$ 2.965,36 
06/03/2017;680;$ 2.977,43 ;$ 2.941,08 
07/03/2017;826;$ 2.966,67 ;$ 2.919,01 
08/03/2017;866;$ 2.972,44 ;$ 2.919,01 
09/03/2017;884;$ 2.987,88 ;$ 2.919,01 
10/03/2017;888;$ 3.004,43 ;$ 2.919,01 
11/03/2017;259;$ 2.980,83 ;$ 2.949,60 
12/03/2017;1;$ 2.980,83 ;$ 2.980,80 
13/03/2017;714;$ 2.980,83 ;$ 2.930,19 
14/03/2017;893;$ 2.987,93 ;$ 2.935,96 
15/03/2017;922;$ 2.997,73 ;$ 2.935,96 
16/03/2017;981;$ 2.972,61 ;$ 2.935,96 
17/03/2017;851;$ 2.923,96 ;$ 2.935,96 
18/03/2017;143;$ 2.912,53 ;$ 2.924,77 
19/03/2017;0;$ 2.912,53 ;$ 2.934,58 
20/03/2017;0;$ 2.912,53 ;$ 2.938,24 
21/03/2017;616;$ 2.912,53 ;$ 2.927,91 
22/03/2017;840;$ 2.904,87 ;$ 2.927,91 
23/03/2017;908;$ 2.936,82 ;$ 2.927,91 
24/03/2017;1007;$ 2.921,25 ;$ 2.908,53 
25/03/2017;302;$ 2.899,94 ;$ 2.932,01 
26/03/2017;3;$ 2.899,94 ;$ 2.927,53 
27/03/2017;720;$ 2.899,94 ;$ 2.936,72 
28/03/2017;1065;$ 2.913,48 ;$ 2.930,17 
29/03/2017;1210;$ 2.911,99 ;$ 2.930,17 
30/03/2017;1475;$ 2.888,02 ;$ 2.930,17 
31/03/2017;2092;$ 2.880,24 ;$ 2.936,66 
01/04/2017;130;$ 2.885,57 ;$ 2.921,90 
02/04/2017;1;$ 2.885,57 ;$ 2.906,78 
03/04/2017;393;$ 2.885,57 ;$ 2.882,20 
04/04/2017;642;$ 2.866,87 ;$ 2.855,80 
05/04/2017;808;$ 2.869,32 ;$ 2.855,80 
06/04/2017;964;$ 2.857,65 ;$ 2.855,80 
07/04/2017;974;$ 2.853,10 ;$ 2.853,99 
08/04/2017;271;$ 2.858,00 ;$ 2.867,76 
09/04/2017;0;$ 2.858,00 ;$ 2.879,49 
10/04/2017;663;$ 2.858,00 ;$ 2.862,63 
11/04/2017;957;$ 2.867,13 ;$ 2.851,98 
12/04/2017;646;$ 2.868,60 ;$ 2.851,98 
13/04/2017;0;$ 2.872,55 ;$ 2.851,98 
14/04/2017;0;$ 2.872,55 ;$ 2.875,46 
15/04/2017;0;$ 2.872,55 ;$ 2.867,64 
16/04/2017;0;$ 2.872,55 ;$ 2.876,03 
17/04/2017;642;$ 2.872,55 ;$ 2.875,68 
18/04/2017;691;$ 2.854,89 ;$ 2.902,81 
19/04/2017;803;$ 2.837,90 ;$ 2.902,81 
20/04/2017;778;$ 2.856,48 ;$ 2.902,81 
21/04/2017;891;$ 2.863,39 ;$ 2.902,81 
22/04/2017;204;$ 2.868,89 ;$ 2.902,68 
23/04/2017;0;$ 2.868,89 ;$ 2.893,55 
24/04/2017;672;$ 2.868,89 ;$ 2.871,67 
25/04/2017;1015;$ 2.871,98 ;$ 2.886,52 
26/04/2017;1100;$ 2.899,13 ;$ 2.886,52 
27/04/2017;1265;$ 2.928,07 ;$ 2.886,52 
28/04/2017;1781;$ 2.944,31 ;$ 2.896,27 
29/04/2017;881;$ 2.947,85 ;$ 2.919,17 
30/04/2017;12;$ 2.947,85 ;$ 2.935,75 
01/05/2017;0;$ 2.947,85 ;$ 2.960,91 
02/05/2017;378;$ 2.947,85 ;$ 2.977,43 
03/05/2017;596;$ 2.945,53 ;$ 2.977,43 
04/05/2017;784;$ 2.930,17 ;$ 2.977,43 
05/05/2017;869;$ 2.967,44 ;$ 2.966,67 
06/05/2017;199;$ 2.961,78 ;$ 2.972,44 
07/05/2017;0;$ 2.961,78 ;$ 2.987,88 
08/05/2017;637;$ 2.961,78 ;$ 3.004,43 
09/05/2017;778;$ 2.959,26 ;$ 2.980,83 
10/05/2017;931;$ 2.967,24 ;$ 2.980,83 
11/05/2017;880;$ 2.949,35 ;$ 2.980,83 
12/05/2017;855;$ 2.933,92 ;$ 2.987,93 
13/05/2017;225;$ 2.918,69 ;$ 2.997,73 
14/05/2017;0;$ 2.918,69 ;$ 2.972,61 
15/05/2017;629;$ 2.918,69 ;$ 2.923,96 
16/05/2017;770;$ 2.883,87 ;$ 2.912,53 
17/05/2017;812;$ 2.873,22 ;$ 2.912,53 
18/05/2017;904;$ 2.893,40 ;$ 2.912,53 
19/05/2017;878;$ 2.932,16 ;$ 2.912,53 
20/05/2017;281;$ 2.889,45 ;$ 2.904,87 
21/05/2017;0;$ 2.889,45 ;$ 2.936,82 
22/05/2017;632;$ 2.889,45 ;$ 2.921,25 
23/05/2017;912;$ 2.895,12 ;$ 2.899,94 
24/05/2017;996;$ 2.904,61 ;$ 2.899,94 
25/05/2017;1057;$ 2.905,29 ;$ 2.899,94 
26/05/2017;1105;$ 2.911,66 ;$ 2.913,48 
27/05/2017;431;$ 2.913,47 ;$ 2.911,99 
28/05/2017;0;$ 2.913,47 ;$ 2.888,02 
29/05/2017;0;$ 2.913,47 ;$ 2.880,24 
30/05/2017;1043;$ 2.913,47 ;$ 2.885,57 
31/05/2017;2443;$ 2.920,42 ;$ 2.885,57 
01/06/2017;566;$ 2.921,00 ;$ 2.885,57 
02/06/2017;633;$ 2.895,73 ;$ 2.866,87 
03/06/2017;145;$ 2.894,72 ;$ 2.869,32 
04/06/2017;0;$ 2.894,72 ;$ 2.857,65 
05/06/2017;581;$ 2.894,72 ;$ 2.853,10 
06/06/2017;731;$ 2.895,85 ;$ 2.858,00 
07/06/2017;800;$ 2.893,76 ;$ 2.858,00 
08/06/2017;843;$ 2.907,10 ;$ 2.858,00 
09/06/2017;839;$ 2.919,82 ;$ 2.867,13 
10/06/2017;219;$ 2.919,58 ;$ 2.868,60 
11/06/2017;0;$ 2.919,58 ;$ 2.872,55 
12/06/2017;610;$ 2.919,58 ;$ 2.872,55 
13/06/2017;790;$ 2.929,20 ;$ 2.872,55 
14/06/2017;876;$ 2.933,13 ;$ 2.872,55 
15/06/2017;791;$ 2.924,75 ;$ 2.872,55 
16/06/2017;850;$ 2.953,83 ;$ 2.854,89 
17/06/2017;251;$ 2.961,68 ;$ 2.837,90 
18/06/2017;4;$ 2.961,68 ;$ 2.856,48 
19/06/2017;0;$ 2.961,68 ;$ 2.863,39 
20/06/2017;719;$ 2.961,68 ;$ 2.868,89 
21/06/2017;903;$ 3.029,53 ;$ 2.868,89 
22/06/2017;1062;$ 3.053,90 ;$ 2.868,89 
23/06/2017;1025;$ 3.035,83 ;$ 2.871,98 
24/06/2017;259;$ 3.010,68 ;$ 2.899,13 
25/06/2017;0;$ 3.010,68 ;$ 2.928,07 
26/06/2017;0;$ 3.010,68 ;$ 2.944,31 
27/06/2017;776;$ 3.010,68 ;$ 2.947,85 
28/06/2017;1231;$ 3.025,28 ;$ 2.947,85 
29/06/2017;1502;$ 3.023,64 ;$ 2.947,85 
30/06/2017;2920;$ 3.038,26 ;$ 2.947,85 
01/07/2017;109;$ 3.050,43 ;$ 2.945,53 
02/07/2017;0;$ 3.050,43 ;$ 2.930,17 
03/07/2017;0;$ 3.050,43 ;$ 2.967,44 
04/07/2017;309;$ 3.050,43 ;$ 2.961,78 
05/07/2017;651;$ 3.050,43 ;$ 2.961,78 
06/07/2017;768;$ 3.068,93 ;$ 2.961,78 
07/07/2017;839;$ 3.084,19 ;$ 2.959,26 
08/07/2017;198;$ 3.092,65 ;$ 2.967,24 
09/07/2017;1;$ 3.092,65 ;$ 2.949,35 
10/07/2017;686;$ 3.092,65 ;$ 2.933,92 
11/07/2017;780;$ 3.067,33 ;$ 2.918,69 
12/07/2017;851;$ 3.067,73 ;$ 2.918,69 
13/07/2017;844;$ 3.052,30 ;$ 2.918,69 
14/07/2017;1003;$ 3.043,60 ;$ 2.883,87 
15/07/2017;218;$ 3.019,56 ;$ 2.873,22 
16/07/2017;1;$ 3.019,56 ;$ 2.893,40 
17/07/2017;704;$ 3.019,56 ;$ 2.932,16 
18/07/2017;862;$ 3.030,60 ;$ 2.889,45 
19/07/2017;884;$ 3.013,26 ;$ 2.889,45 
20/07/2017;2;$ 3.010,00 ;$ 2.889,45 
21/07/2017;823;$ 3.010,00 ;$ 2.895,12 
22/07/2017;221;$ 3.010,77 ;$ 2.904,61 
23/07/2017;0;$ 3.010,77 ;$ 2.905,29 
24/07/2017;695;$ 3.010,77 ;$ 2.911,66 
25/07/2017;988;$ 3.023,67 ;$ 2.913,47 
26/07/2017;1154;$ 3.026,55 ;$ 2.913,47 
27/07/2017;1251;$ 3.026,22 ;$ 2.913,47 
28/07/2017;1325;$ 3.002,94 ;$ 2.913,47 
29/07/2017;483;$ 2.995,23 ;$ 2.920,42 
30/07/2017;0;$ 2.995,23 ;$ 2.921,00 
31/07/2017;2061;$ 2.995,23 ;$ 2.895,73 
01/08/2017;620;$ 2.997,59 ;$ 2.894,72 
02/08/2017;671;$ 2.973,03 ;$ 2.894,72 
03/08/2017;824;$ 2.964,66 ;$ 2.894,72 
04/08/2017;892;$ 2.954,54 ;$ 2.895,85 
05/08/2017;189;$ 2.974,39 ;$ 2.893,76 
06/08/2017;0;$ 2.974,39 ;$ 2.907,10 
07/08/2017;0;$ 2.974,39 ;$ 2.919,82 
08/08/2017;621;$ 2.974,39 ;$ 2.919,58 
09/08/2017;905;$ 2.994,62 ;$ 2.919,58 
10/08/2017;965;$ 3.011,14 ;$ 2.919,58 
11/08/2017;884;$ 2.994,85 ;$ 2.929,20 
12/08/2017;247;$ 2.984,99 ;$ 2.933,13 
13/08/2017;0;$ 2.984,99 ;$ 2.924,75 
14/08/2017;668;$ 2.984,99 ;$ 2.953,83 
15/08/2017;933;$ 2.966,54 ;$ 2.961,68 
16/08/2017;920;$ 2.974,70 ;$ 2.961,68 
17/08/2017;993;$ 2.967,32 ;$ 2.961,68 
18/08/2017;930;$ 2.980,03 ;$ 2.961,68 
19/08/2017;224;$ 2.994,39 ;$ 3.029,53 
20/08/2017;1;$ 2.994,39 ;$ 3.053,90 
21/08/2017;0;$ 2.994,39 ;$ 3.035,83 
22/08/2017;621;$ 2.994,39 ;$ 3.010,68 
23/08/2017;886;$ 2.986,83 ;$ 3.010,68 
24/08/2017;923;$ 2.986,88 ;$ 3.010,68 
25/08/2017;1068;$ 2.972,98 ;$ 3.010,68 
26/08/2017;273;$ 2.933,96 ;$ 3.025,28 
27/08/2017;0;$ 2.933,96 ;$ 3.023,64 
28/08/2017;846;$ 2.933,96 ;$ 3.038,26 
29/08/2017;1141;$ 2.934,23 ;$ 3.050,43 
30/08/2017;1570;$ 2.940,35 ;$ 3.050,43 
31/08/2017;2214;$ 2.937,09 ;$ 3.050,43 
01/09/2017;581;$ 2.948,09 ;$ 3.050,43 
02/09/2017;152;$ 2.936,07 ;$ 3.050,43 
03/09/2017;0;$ 2.936,07 ;$ 3.068,93 
04/09/2017;523;$ 2.936,07 ;$ 3.084,19 
05/09/2017;707;$ 2.936,07 ;$ 3.092,65 
06/09/2017;881;$ 2.923,49 ;$ 3.092,65 
07/09/2017;525;$ 2.919,50 ;$ 3.092,65 
08/09/2017;832;$ 2.907,96 ;$ 3.067,33 
09/09/2017;193;$ 2.909,15 ;$ 3.067,73 
10/09/2017;1;$ 2.909,15 ;$ 3.052,30 
11/09/2017;653;$ 2.909,15 ;$ 3.043,60 
12/09/2017;763;$ 2.916,10 ;$ 3.019,56 
13/09/2017;993;$ 2.923,03 ;$ 3.019,56 
14/09/2017;845;$ 2.909,52 ;$ 3.019,56 
15/09/2017;821;$ 2.905,98 ;$ 3.030,60 
16/09/2017;160;$ 2.897,83 ;$ 3.013,26 
17/09/2017;0;$ 2.897,83 ;$ 3.010,00 
18/09/2017;631;$ 2.897,83 ;$ 3.010,00 
19/09/2017;761;$ 2.906,06 ;$ 3.010,77 
20/09/2017;717;$ 2.904,60 ;$ 3.010,77 
21/09/2017;850;$ 2.893,18 ;$ 3.010,77 
22/09/2017;815;$ 2.913,96 ;$ 3.023,67 
23/09/2017;184;$ 2.900,73 ;$ 3.026,55 
24/09/2017;2;$ 2.900,73 ;$ 3.026,22 
25/09/2017;817;$ 2.900,73 ;$ 3.002,94 
26/09/2017;965;$ 2.924,57 ;$ 2.995,23 
27/09/2017;1194;$ 2.930,70 ;$ 2.995,23 
28/09/2017;1363;$ 2.940,66 ;$ 2.995,23 
29/09/2017;1600;$ 2.941,07 ;$ 2.997,59 
30/09/2017;907;$ 2.936,67 ;$ 2.973,03 
01/10/2017;0;$ 2.936,67 ;$ 2.964,66 
02/10/2017;405;$ 2.936,67 ;$ 2.954,54 
03/10/2017;517;$ 2.949,33 ;$ 2.974,39 
04/10/2017;735;$ 2.953,81 ;$ 2.974,39 
05/10/2017;758;$ 2.945,59 ;$ 2.974,39 
06/10/2017;843;$ 2.926,82 ;$ 2.974,39 
07/10/2017;191;$ 2.942,19 ;$ 2.994,62 
08/10/2017;7;$ 2.942,19 ;$ 3.011,14 
09/10/2017;592;$ 2.942,19 ;$ 2.994,85 
10/10/2017;772;$ 2.942,19 ;$ 2.984,99 
11/10/2017;908;$ 2.947,06 ;$ 2.984,99 
12/10/2017;860;$ 2.953,77 ;$ 2.984,99 
13/10/2017;939;$ 2.949,69 ;$ 2.966,54 
14/10/2017;165;$ 2.932,05 ;$ 2.974,70 
15/10/2017;0;$ 2.932,05 ;$ 2.967,32 
16/10/2017;0;$ 2.932,05 ;$ 2.980,03 
17/10/2017;565;$ 2.932,05 ;$ 2.994,39 
18/10/2017;792;$ 2.944,27 ;$ 2.994,39 
19/10/2017;762;$ 2.935,66 ;$ 2.994,39 
20/10/2017;866;$ 2.921,92 ;$ 2.994,39 
21/10/2017;230;$ 2.936,66 ;$ 2.986,83 
22/10/2017;0;$ 2.936,66 ;$ 2.986,88 
23/10/2017;630;$ 2.936,66 ;$ 2.972,98 
24/10/2017;840;$ 2.947,69 ;$ 2.933,96 
25/10/2017;953;$ 2.971,36 ;$ 2.933,96 
26/10/2017;1045;$ 2.989,39 ;$ 2.933,96 
27/10/2017;1112;$ 3.008,80 ;$ 2.934,23 
28/10/2017;349;$ 3.009,85 ;$ 2.940,35 
29/10/2017;2;$ 3.009,85 ;$ 2.937,09 
30/10/2017;1248;$ 3.009,85 ;$ 2.948,09 
31/10/2017;2729;$ 3.011,44 ;$ 2.936,07 
01/11/2017;541;$ 3.039,19 ;$ 2.936,07 
02/11/2017;712;$ 3.038,56 ;$ 2.936,07 
03/11/2017;844;$ 3.054,38 ;$ 2.936,07 
04/11/2017;217;$ 3.055,57 ;$ 2.923,49 
05/11/2017;0;$ 3.055,57 ;$ 2.919,50 
06/11/2017;0;$ 3.055,57 ;$ 2.907,96 
07/11/2017;620;$ 3.055,57 ;$ 2.909,15 
08/11/2017;849;$ 3.026,94 ;$ 2.909,15 
09/11/2017;894;$ 3.017,78 ;$ 2.909,15 
10/11/2017;906;$ 3.015,52 ;$ 2.916,10 
11/11/2017;226;$ 3.004,88 ;$ 2.923,03 
12/11/2017;0;$ 3.004,88 ;$ 2.909,52 
13/11/2017;0;$ 3.004,88 ;$ 2.905,98 
14/11/2017;538;$ 3.004,88 ;$ 2.897,83 
15/11/2017;785;$ 3.016,70 ;$ 2.897,83 
16/11/2017;860;$ 3.023,88 ;$ 2.897,83 
17/11/2017;914;$ 3.015,79 ;$ 2.906,06 
18/11/2017;238;$ 3.003,19 ;$ 2.904,60 
19/11/2017;4;$ 3.003,19 ;$ 2.893,18 
20/11/2017;550;$ 3.003,19 ;$ 2.913,96 
21/11/2017;852;$ 3.011,32 ;$ 2.900,73 
22/11/2017;932;$ 3.001,07 ;$ 2.900,73 
23/11/2017;1172;$ 2.982,73 ;$ 2.900,73 
24/11/2017;1248;$ 2.982,73 ;$ 2.924,57 
25/11/2017;404;$ 2.976,39 ;$ 2.930,70 
26/11/2017;3;$ 2.976,39 ;$ 2.940,66 
27/11/2017;943;$ 2.976,39 ;$ 2.941,07 
28/11/2017;1319;$ 2.986,84 ;$ 2.936,67 
29/11/2017;1726;$ 3.003,94 ;$ 2.936,67 
30/11/2017;2977;$ 3.006,09 ;$ 2.936,67 
01/12/2017;649;$ 3.006,04 ;$ 2.949,33 
02/12/2017;178;$ 3.005,76 ;$ 2.953,81 
03/12/2017;1;$ 3.005,76 ;$ 2.945,59 
04/12/2017;550;$ 3.005,76 ;$ 2.926,82 
05/12/2017;779;$ 2.993,49 ;$ 2.942,19 
06/12/2017;1001;$ 2.996,53 ;$ 2.942,19 
07/12/2017;1044;$ 3.007,07 ;$ 2.942,19 
08/12/2017;1;$ 3.016,18 ;$ 2.942,19 
09/12/2017;148;$ 3.016,18 ;$ 2.947,06 
10/12/2017;0;$ 3.016,18 ;$ 2.953,77 
11/12/2017;784;$ 3.016,18 ;$ 2.949,69 
12/12/2017;1084;$ 3.013,99 ;$ 2.932,05 
13/12/2017;1182;$ 3.029,75 ;$ 2.932,05 
14/12/2017;1171;$ 3.015,41 ;$ 2.932,05 
15/12/2017;1173;$ 2.999,07 ;$ 2.932,05 
16/12/2017;262;$ 2.996,61 ;$ 2.944,27 
17/12/2017;0;$ 2.996,61 ;$ 2.935,66 
18/12/2017;959;$ 2.996,61 ;$ 2.921,92 
19/12/2017;1364;$ 2.975,59 ;$ 2.936,66 
20/12/2017;1577;$ 2.972,05 ;$ 2.936,66 
21/12/2017;1602;$ 2.965,77 ;$ 2.936,66 
22/12/2017;1645;$ 2.963,58 ;$ 2.947,69 
23/12/2017;496;$ 2.962,14 ;$ 2.971,36 
24/12/2017;0;$ 2.962,14 ;$ 2.989,39 
25/12/2017;0;$ 2.962,14 ;$ 3.008,80 
26/12/2017;1251;$ 2.962,14 ;$ 3.009,85 
27/12/2017;2102;$ 2.962,26 ;$ 3.009,85 
28/12/2017;3449;$ 2.971,63 ;$ 3.009,85 
29/12/2017;1084;$ 2.984,00 ;$ 3.011,44 
30/12/2017;18;$ 2.984,00 ;$ 3.039,19 
31/12/2017;0;$ 2.984,00 ;$ 3.038,56 
