Fecha;Unidades;TRM;TRMdesfas
02/07/2014;1001;$ 1.865,42 ;$ 1.926,30 
03/07/2014;1143;$ 1.856,73 ;$ 1.926,30 
04/07/2014;920;$ 1.848,91 ;$ 1.923,07 
05/07/2014;245;$ 1.848,91 ;$ 1.918,20 
06/07/2014;0;$ 1.848,91 ;$ 1.912,97 
07/07/2014;768;$ 1.848,91 ;$ 1.902,15 
08/07/2014;1172;$ 1.849,28 ;$ 1.901,51 
09/07/2014;1181;$ 1.854,24 ;$ 1.901,51 
10/07/2014;1273;$ 1.859,94 ;$ 1.901,51 
11/07/2014;1229;$ 1.858,47 ;$ 1.904,85 
12/07/2014;383;$ 1.852,57 ;$ 1.919,70 
13/07/2014;1;$ 1.852,57 ;$ 1.925,31 
14/07/2014;952;$ 1.852,57 ;$ 1.927,80 
15/07/2014;1174;$ 1.857,93 ;$ 1.925,41 
16/07/2014;955;$ 1.867,88 ;$ 1.925,41 
17/07/2014;1345;$ 1.868,41 ;$ 1.925,41 
18/07/2014;1133;$ 1.872,27 ;$ 1.921,16 
19/07/2014;329;$ 1.871,87 ;$ 1.920,41 
20/07/2014;2;$ 1.871,87 ;$ 1.911,33 
21/07/2014;686;$ 1.871,87 ;$ 1.905,80 
22/07/2014;1212;$ 1.861,28 ;$ 1.905,53 
23/07/2014;1168;$ 1.848,98 ;$ 1.905,53 
24/07/2014;1334;$ 1.847,85 ;$ 1.905,53 
25/07/2014;1260;$ 1.846,12 ;$ 1.905,53 
26/07/2014;528;$ 1.848,56 ;$ 1.917,34 
27/07/2014;3;$ 1.848,56 ;$ 1.910,80 
28/07/2014;1075;$ 1.848,56 ;$ 1.905,96 
29/07/2014;1476;$ 1.850,61 ;$ 1.900,64 
30/07/2014;1724;$ 1.853,30 ;$ 1.900,64 
31/07/2014;1552;$ 1.872,43 ;$ 1.900,64 
01/08/2014;1604;$ 1.878,75 ;$ 1.900,64 
02/08/2014;318;$ 1.873,65 ;$ 1.899,74 
03/08/2014;0;$ 1.873,65 ;$ 1.897,70 
04/08/2014;825;$ 1.873,65 ;$ 1.892,08 
05/08/2014;1034;$ 1.878,68 ;$ 1.886,09 
06/08/2014;1318;$ 1.892,35 ;$ 1.886,09 
07/08/2014;4;$ 1.888,51 ;$ 1.886,09 
08/08/2014;1239;$ 1.888,51 ;$ 1.883,76 
09/08/2014;368;$ 1.891,59 ;$ 1.884,97 
10/08/2014;1;$ 1.891,59 ;$ 1.884,63 
11/08/2014;1047;$ 1.891,59 ;$ 1.877,18 
12/08/2014;1160;$ 1.881,62 ;$ 1.877,37 
13/08/2014;1553;$ 1.877,40 ;$ 1.877,37 
14/08/2014;1604;$ 1.883,33 ;$ 1.877,37 
15/08/2014;1423;$ 1.877,77 ;$ 1.886,62 
16/08/2014;344;$ 1.884,81 ;$ 1.899,90 
17/08/2014;0;$ 1.884,81 ;$ 1.895,92 
18/08/2014;0;$ 1.884,81 ;$ 1.881,34 
19/08/2014;927;$ 1.884,81 ;$ 1.884,56 
20/08/2014;1108;$ 1.894,27 ;$ 1.884,56 
21/08/2014;1291;$ 1.912,43 ;$ 1.884,56 
22/08/2014;1400;$ 1.919,84 ;$ 1.884,56 
23/08/2014;384;$ 1.924,40 ;$ 1.886,85 
24/08/2014;1;$ 1.924,40 ;$ 1.880,37 
25/08/2014;865;$ 1.924,40 ;$ 1.886,01 
26/08/2014;1479;$ 1.932,39 ;$ 1.881,19 
27/08/2014;1622;$ 1.928,67 ;$ 1.881,19 
28/08/2014;1723;$ 1.926,92 ;$ 1.881,19 
29/08/2014;1969;$ 1.935,04 ;$ 1.881,19 
30/08/2014;917;$ 1.918,62 ;$ 1.865,42 
31/08/2014;8;$ 1.918,62 ;$ 1.856,73 
01/09/2014;810;$ 1.918,62 ;$ 1.848,91 
02/09/2014;803;$ 1.918,62 ;$ 1.848,91 
03/09/2014;1297;$ 1.931,49 ;$ 1.848,91 
04/09/2014;1477;$ 1.924,67 ;$ 1.848,91 
05/09/2014;1346;$ 1.931,45 ;$ 1.849,28 
06/09/2014;408;$ 1.935,25 ;$ 1.854,24 
07/09/2014;1;$ 1.935,25 ;$ 1.859,94 
08/09/2014;1042;$ 1.935,25 ;$ 1.858,47 
09/09/2014;1254;$ 1.942,03 ;$ 1.852,57 
10/09/2014;1497;$ 1.962,84 ;$ 1.852,57 
11/09/2014;1378;$ 1.975,82 ;$ 1.852,57 
12/09/2014;1256;$ 1.979,97 ;$ 1.857,93 
13/09/2014;472;$ 1.994,97 ;$ 1.867,88 
14/09/2014;1;$ 1.994,97 ;$ 1.868,41 
15/09/2014;938;$ 1.994,97 ;$ 1.872,27 
16/09/2014;1225;$ 1.987,71 ;$ 1.871,87 
17/09/2014;1384;$ 1.978,08 ;$ 1.871,87 
18/09/2014;1311;$ 1.975,47 ;$ 1.871,87 
19/09/2014;1218;$ 1.975,42 ;$ 1.861,28 
20/09/2014;328;$ 1.966,89 ;$ 1.848,98 
21/09/2014;0;$ 1.966,89 ;$ 1.847,85 
22/09/2014;890;$ 1.966,89 ;$ 1.846,12 
23/09/2014;1206;$ 1.992,68 ;$ 1.848,56 
24/09/2014;1335;$ 1.997,91 ;$ 1.848,56 
25/09/2014;1466;$ 2.007,48 ;$ 1.848,56 
26/09/2014;1514;$ 2.019,76 ;$ 1.850,61 
27/09/2014;469;$ 2.023,89 ;$ 1.853,30 
28/09/2014;10;$ 2.023,89 ;$ 1.872,43 
29/09/2014;1285;$ 2.023,89 ;$ 1.878,75 
30/09/2014;2026;$ 2.028,48 ;$ 1.873,65 
01/10/2014;1156;$ 2.022,00 ;$ 1.873,65 
02/10/2014;1286;$ 2.025,75 ;$ 1.873,65 
03/10/2014;1165;$ 2.021,49 ;$ 1.878,68 
04/10/2014;333;$ 2.026,20 ;$ 1.892,35 
05/10/2014;0;$ 2.026,20 ;$ 1.888,51 
06/10/2014;929;$ 2.026,20 ;$ 1.888,51 
07/10/2014;1290;$ 2.028,03 ;$ 1.891,59 
08/10/2014;1457;$ 2.026,90 ;$ 1.891,59 
09/10/2014;989;$ 2.040,31 ;$ 1.891,59 
10/10/2014;1861;$ 2.041,71 ;$ 1.881,62 
11/10/2014;370;$ 2.052,96 ;$ 1.877,40 
12/10/2014;5;$ 2.052,96 ;$ 1.883,33 
13/10/2014;0;$ 2.052,96 ;$ 1.877,77 
14/10/2014;969;$ 2.052,96 ;$ 1.884,81 
15/10/2014;1261;$ 2.049,66 ;$ 1.884,81 
16/10/2014;1369;$ 2.057,70 ;$ 1.884,81 
17/10/2014;1349;$ 2.074,40 ;$ 1.884,81 
18/10/2014;389;$ 2.064,43 ;$ 1.894,27 
19/10/2014;2;$ 2.064,43 ;$ 1.912,43 
20/10/2014;931;$ 2.064,43 ;$ 1.919,84 
21/10/2014;1175;$ 2.065,82 ;$ 1.924,40 
22/10/2014;1360;$ 2.048,44 ;$ 1.924,40 
23/10/2014;1344;$ 2.049,90 ;$ 1.924,40 
24/10/2014;1404;$ 2.053,39 ;$ 1.932,39 
25/10/2014;373;$ 2.065,38 ;$ 1.928,67 
26/10/2014;0;$ 2.065,38 ;$ 1.926,92 
27/10/2014;1095;$ 2.065,38 ;$ 1.935,04 
28/10/2014;1459;$ 2.069,72 ;$ 1.918,62 
29/10/2014;1871;$ 2.055,43 ;$ 1.918,62 
30/10/2014;1827;$ 2.044,55 ;$ 1.918,62 
31/10/2014;2514;$ 2.050,52 ;$ 1.918,62 
01/11/2014;230;$ 2.061,92 ;$ 1.931,49 
02/11/2014;1;$ 2.061,92 ;$ 1.924,67 
03/11/2014;0;$ 2.061,92 ;$ 1.931,45 
04/11/2014;674;$ 2.061,92 ;$ 1.935,25 
05/11/2014;959;$ 2.076,99 ;$ 1.935,25 
06/11/2014;1373;$ 2.081,24 ;$ 1.935,25 
07/11/2014;1360;$ 2.086,86 ;$ 1.942,03 
08/11/2014;350;$ 2.103,25 ;$ 1.962,84 
09/11/2014;0;$ 2.103,25 ;$ 1.975,82 
10/11/2014;852;$ 2.103,25 ;$ 1.979,97 
11/11/2014;473;$ 2.103,12 ;$ 1.994,97 
12/11/2014;1681;$ 2.103,12 ;$ 1.994,97 
13/11/2014;1596;$ 2.115,59 ;$ 1.994,97 
14/11/2014;1535;$ 2.133,03 ;$ 1.987,71 
15/11/2014;391;$ 2.160,47 ;$ 1.978,08 
16/11/2014;23;$ 2.160,47 ;$ 1.975,47 
17/11/2014;0;$ 2.160,47 ;$ 1.975,42 
18/11/2014;915;$ 2.160,47 ;$ 1.966,89 
19/11/2014;1192;$ 2.158,58 ;$ 1.966,89 
20/11/2014;1137;$ 2.156,73 ;$ 1.966,89 
21/11/2014;1558;$ 2.156,93 ;$ 1.992,68 
22/11/2014;422;$ 2.142,02 ;$ 1.997,91 
23/11/2014;0;$ 2.142,02 ;$ 2.007,48 
24/11/2014;1080;$ 2.142,02 ;$ 2.019,76 
25/11/2014;1333;$ 2.158,12 ;$ 2.023,89 
26/11/2014;1555;$ 2.162,15 ;$ 2.023,89 
27/11/2014;1784;$ 2.165,15 ;$ 2.023,89 
28/11/2014;2098;$ 2.165,15 ;$ 2.028,48 
29/11/2014;1175;$ 2.206,19 ;$ 2.022,00 
30/11/2014;69;$ 2.206,19 ;$ 2.025,75 
01/12/2014;684;$ 2.206,19 ;$ 2.021,49 
02/12/2014;1055;$ 2.252,36 ;$ 2.026,20 
03/12/2014;1285;$ 2.293,47 ;$ 2.026,20 
04/12/2014;1699;$ 2.286,03 ;$ 2.026,20 
05/12/2014;1769;$ 2.284,24 ;$ 2.028,03 
06/12/2014;348;$ 2.304,12 ;$ 2.026,90 
07/12/2014;1;$ 2.304,12 ;$ 2.040,31 
08/12/2014;0;$ 2.304,12 ;$ 2.041,71 
09/12/2014;1175;$ 2.304,12 ;$ 2.052,96 
10/12/2014;1786;$ 2.350,01 ;$ 2.052,96 
11/12/2014;1864;$ 2.381,96 ;$ 2.052,96 
12/12/2014;2289;$ 2.423,56 ;$ 2.052,96 
13/12/2014;700;$ 2.405,31 ;$ 2.049,66 
14/12/2014;1;$ 2.405,31 ;$ 2.057,70 
15/12/2014;1516;$ 2.405,31 ;$ 2.074,40 
16/12/2014;1941;$ 2.414,39 ;$ 2.064,43 
17/12/2014;2108;$ 2.446,35 ;$ 2.064,43 
18/12/2014;2360;$ 2.412,79 ;$ 2.064,43 
19/12/2014;2391;$ 2.334,98 ;$ 2.065,82 
20/12/2014;624;$ 2.297,14 ;$ 2.048,44 
21/12/2014;1;$ 2.297,14 ;$ 2.049,90 
22/12/2014;1415;$ 2.297,14 ;$ 2.053,39 
23/12/2014;2593;$ 2.316,93 ;$ 2.065,38 
24/12/2014;1909;$ 2.342,57 ;$ 2.065,38 
25/12/2014;0;$ 2.346,90 ;$ 2.065,38 
26/12/2014;1656;$ 2.346,90 ;$ 2.069,72 
27/12/2014;983;$ 2.358,46 ;$ 2.055,43 
28/12/2014;0;$ 2.358,46 ;$ 2.044,55 
29/12/2014;2106;$ 2.358,46 ;$ 2.050,52 
30/12/2014;3437;$ 2.378,56 ;$ 2.061,92 
31/12/2014;822;$ 2.392,46 ;$ 2.061,92 
01/01/2015;0;$ 2.392,46 ;$ 2.061,92 
02/01/2015;117;$ 2.392,46 ;$ 2.061,92 
03/01/2015;76;$ 2.383,37 ;$ 2.076,99 
04/01/2015;0;$ 2.383,37 ;$ 2.081,24 
05/01/2015;325;$ 2.383,37 ;$ 2.086,86 
06/01/2015;739;$ 2.412,82 ;$ 2.103,25 
07/01/2015;1128;$ 2.452,11 ;$ 2.103,25 
08/01/2015;1067;$ 2.434,31 ;$ 2.103,25 
09/01/2015;1180;$ 2.405,03 ;$ 2.103,12 
10/01/2015;377;$ 2.406,71 ;$ 2.103,12 
11/01/2015;0;$ 2.406,71 ;$ 2.115,59 
12/01/2015;2;$ 2.406,71 ;$ 2.133,03 
13/01/2015;859;$ 2.406,71 ;$ 2.160,47 
14/01/2015;1111;$ 2.442,03 ;$ 2.160,47 
15/01/2015;949;$ 2.438,79 ;$ 2.160,47 
16/01/2015;1271;$ 2.398,91 ;$ 2.160,47 
17/01/2015;394;$ 2.383,91 ;$ 2.158,58 
18/01/2015;0;$ 2.383,91 ;$ 2.156,73 
19/01/2015;811;$ 2.383,91 ;$ 2.156,93 
20/01/2015;1097;$ 2.383,91 ;$ 2.142,02 
21/01/2015;1169;$ 2.373,44 ;$ 2.142,02 
22/01/2015;1044;$ 2.361,54 ;$ 2.142,02 
23/01/2015;772;$ 2.370,75 ;$ 2.158,12 
24/01/2015;323;$ 2.386,50 ;$ 2.162,15 
25/01/2015;0;$ 2.386,50 ;$ 2.165,15 
26/01/2015;731;$ 2.386,50 ;$ 2.165,15 
27/01/2015;1164;$ 2.386,28 ;$ 2.206,19 
28/01/2015;1171;$ 2.381,11 ;$ 2.206,19 
29/01/2015;1250;$ 2.362,42 ;$ 2.206,19 
30/01/2015;1580;$ 2.397,35 ;$ 2.252,36 
31/01/2015;659;$ 2.441,10 ;$ 2.293,47 
01/02/2015;1;$ 2.441,10 ;$ 2.286,03 
02/02/2015;739;$ 2.441,10 ;$ 2.284,24 
03/02/2015;880;$ 2.407,29 ;$ 2.304,12 
04/02/2015;1033;$ 2.374,72 ;$ 2.304,12 
05/02/2015;1016;$ 2.381,91 ;$ 2.304,12 
06/02/2015;1181;$ 2.384,53 ;$ 2.304,12 
07/02/2015;312;$ 2.384,76 ;$ 2.350,01 
08/02/2015;0;$ 2.384,76 ;$ 2.381,96 
09/02/2015;856;$ 2.384,76 ;$ 2.423,56 
10/02/2015;1074;$ 2.371,31 ;$ 2.405,31 
11/02/2015;1203;$ 2.380,79 ;$ 2.405,31 
12/02/2015;1145;$ 2.416,61 ;$ 2.405,31 
13/02/2015;1091;$ 2.401,03 ;$ 2.414,39 
14/02/2015;274;$ 2.376,23 ;$ 2.446,35 
15/02/2015;1;$ 2.376,23 ;$ 2.412,79 
16/02/2015;667;$ 2.376,23 ;$ 2.334,98 
17/02/2015;994;$ 2.376,23 ;$ 2.297,14 
18/02/2015;1081;$ 2.416,37 ;$ 2.297,14 
19/02/2015;1136;$ 2.429,71 ;$ 2.297,14 
20/02/2015;1121;$ 2.445,16 ;$ 2.316,93 
21/02/2015;331;$ 2.455,54 ;$ 2.342,57 
22/02/2015;22;$ 2.455,54 ;$ 2.346,90 
23/02/2015;787;$ 2.455,54 ;$ 2.346,90 
24/02/2015;1153;$ 2.489,81 ;$ 2.358,46 
25/02/2015;1242;$ 2.500,59 ;$ 2.358,46 
26/02/2015;1188;$ 2.489,41 ;$ 2.358,46 
27/02/2015;1791;$ 2.484,58 ;$ 2.378,56 
28/02/2015;691;$ 2.496,99 ;$ 2.392,46 
01/03/2015;0;$ 2.496,99 ;$ 2.392,46 
02/03/2015;438;$ 2.496,99 ;$ 2.392,46 
03/03/2015;1071;$ 2.522,03 ;$ 2.383,37 
04/03/2015;1129;$ 2.555,08 ;$ 2.383,37 
05/03/2015;1310;$ 2.565,90 ;$ 2.383,37 
06/03/2015;1126;$ 2.543,47 ;$ 2.412,82 
07/03/2015;293;$ 2.565,61 ;$ 2.452,11 
08/03/2015;1;$ 2.565,61 ;$ 2.434,31 
09/03/2015;665;$ 2.565,61 ;$ 2.405,03 
10/03/2015;1051;$ 2.592,86 ;$ 2.406,71 
11/03/2015;1196;$ 2.618,79 ;$ 2.406,71 
12/03/2015;1184;$ 2.633,65 ;$ 2.406,71 
13/03/2015;1141;$ 2.610,08 ;$ 2.406,71 
14/03/2015;314;$ 2.661,52 ;$ 2.442,03 
15/03/2015;0;$ 2.661,52 ;$ 2.438,79 
16/03/2015;734;$ 2.661,52 ;$ 2.398,91 
17/03/2015;974;$ 2.675,08 ;$ 2.383,91 
18/03/2015;1118;$ 2.677,97 ;$ 2.383,91 
19/03/2015;1091;$ 2.651,49 ;$ 2.383,91 
20/03/2015;1210;$ 2.613,38 ;$ 2.383,91 
21/03/2015;312;$ 2.587,71 ;$ 2.373,44 
22/03/2015;0;$ 2.587,71 ;$ 2.361,54 
23/03/2015;0;$ 2.587,71 ;$ 2.370,75 
24/03/2015;862;$ 2.587,71 ;$ 2.386,50 
25/03/2015;1098;$ 2.526,79 ;$ 2.386,50 
26/03/2015;1174;$ 2.535,55 ;$ 2.386,50 
27/03/2015;1723;$ 2.551,30 ;$ 2.386,28 
28/03/2015;541;$ 2.556,85 ;$ 2.381,11 
29/03/2015;29;$ 2.556,85 ;$ 2.362,42 
30/03/2015;1333;$ 2.556,85 ;$ 2.397,35 
31/03/2015;1692;$ 2.576,05 ;$ 2.441,10 
01/04/2015;613;$ 2.598,36 ;$ 2.441,10 
02/04/2015;0;$ 2.576,41 ;$ 2.441,10 
03/04/2015;0;$ 2.576,41 ;$ 2.407,29 
04/04/2015;1;$ 2.576,41 ;$ 2.374,72 
05/04/2015;0;$ 2.576,41 ;$ 2.381,91 
06/04/2015;634;$ 2.576,41 ;$ 2.384,53 
07/04/2015;882;$ 2.522,71 ;$ 2.384,76 
08/04/2015;1030;$ 2.518,05 ;$ 2.384,76 
09/04/2015;1098;$ 2.490,90 ;$ 2.384,76 
10/04/2015;1110;$ 2.494,77 ;$ 2.371,31 
11/04/2015;316;$ 2.516,08 ;$ 2.380,79 
12/04/2015;0;$ 2.516,08 ;$ 2.416,61 
13/04/2015;740;$ 2.516,08 ;$ 2.401,03 
14/04/2015;1112;$ 2.537,33 ;$ 2.376,23 
15/04/2015;1114;$ 2.550,83 ;$ 2.376,23 
16/04/2015;1072;$ 2.534,63 ;$ 2.376,23 
17/04/2015;1086;$ 2.493,93 ;$ 2.376,23 
18/04/2015;251;$ 2.495,01 ;$ 2.416,37 
19/04/2015;11;$ 2.495,01 ;$ 2.429,71 
20/04/2015;749;$ 2.495,01 ;$ 2.445,16 
21/04/2015;972;$ 2.487,07 ;$ 2.455,54 
22/04/2015;1042;$ 2.469,03 ;$ 2.455,54 
23/04/2015;1089;$ 2.488,50 ;$ 2.455,54 
24/04/2015;1042;$ 2.471,21 ;$ 2.489,81 
25/04/2015;383;$ 2.461,17 ;$ 2.500,59 
26/04/2015;0;$ 2.461,17 ;$ 2.489,41 
27/04/2015;816;$ 2.461,17 ;$ 2.484,58 
28/04/2015;1326;$ 2.419,81 ;$ 2.496,99 
29/04/2015;1487;$ 2.393,42 ;$ 2.496,99 
30/04/2015;2007;$ 2.388,06 ;$ 2.496,99 
01/05/2015;0;$ 2.393,58 ;$ 2.522,03 
02/05/2015;117;$ 2.393,58 ;$ 2.555,08 
03/05/2015;0;$ 2.393,58 ;$ 2.565,90 
04/05/2015;555;$ 2.393,58 ;$ 2.543,47 
05/05/2015;839;$ 2.408,17 ;$ 2.565,61 
06/05/2015;1005;$ 2.386,72 ;$ 2.565,61 
07/05/2015;1183;$ 2.362,41 ;$ 2.565,61 
08/05/2015;1212;$ 2.369,23 ;$ 2.592,86 
09/05/2015;310;$ 2.360,58 ;$ 2.618,79 
10/05/2015;0;$ 2.360,58 ;$ 2.633,65 
11/05/2015;797;$ 2.360,58 ;$ 2.610,08 
12/05/2015;1091;$ 2.381,53 ;$ 2.661,52 
13/05/2015;1107;$ 2.386,77 ;$ 2.661,52 
14/05/2015;1222;$ 2.377,87 ;$ 2.661,52 
15/05/2015;1203;$ 2.389,49 ;$ 2.675,08 
16/05/2015;327;$ 2.417,01 ;$ 2.677,97 
17/05/2015;2;$ 2.417,01 ;$ 2.651,49 
18/05/2015;0;$ 2.417,01 ;$ 2.613,38 
19/05/2015;792;$ 2.417,01 ;$ 2.587,71 
20/05/2015;1034;$ 2.475,45 ;$ 2.587,71 
21/05/2015;1065;$ 2.503,37 ;$ 2.587,71 
22/05/2015;1159;$ 2.489,39 ;$ 2.587,71 
23/05/2015;323;$ 2.500,22 ;$ 2.526,79 
24/05/2015;0;$ 2.500,22 ;$ 2.535,55 
25/05/2015;916;$ 2.500,22 ;$ 2.551,30 
26/05/2015;1174;$ 2.500,22 ;$ 2.556,85 
27/05/2015;1244;$ 2.542,53 ;$ 2.556,85 
28/05/2015;1419;$ 2.548,13 ;$ 2.556,85 
29/05/2015;1725;$ 2.549,97 ;$ 2.576,05 
30/05/2015;827;$ 2.533,79 ;$ 2.598,36 
31/05/2015;1;$ 2.533,79 ;$ 2.576,41 
01/06/2015;524;$ 2.533,79 ;$ 2.576,41 
02/06/2015;820;$ 2.549,29 ;$ 2.576,41 
03/06/2015;1033;$ 2.554,44 ;$ 2.576,41 
04/06/2015;1201;$ 2.571,92 ;$ 2.576,41 
05/06/2015;1180;$ 2.588,56 ;$ 2.522,71 
06/06/2015;334;$ 2.623,66 ;$ 2.518,05 
07/06/2015;2;$ 2.623,66 ;$ 2.490,90 
08/06/2015;0;$ 2.623,66 ;$ 2.494,77 
09/06/2015;808;$ 2.623,66 ;$ 2.516,08 
10/06/2015;1149;$ 2.569,17 ;$ 2.516,08 
11/06/2015;1233;$ 2.523,00 ;$ 2.516,08 
12/06/2015;1239;$ 2.538,55 ;$ 2.537,33 
13/06/2015;437;$ 2.535,91 ;$ 2.550,83 
14/06/2015;0;$ 2.535,91 ;$ 2.534,63 
15/06/2015;0;$ 2.535,91 ;$ 2.493,93 
16/06/2015;732;$ 2.535,91 ;$ 2.495,01 
17/06/2015;1051;$ 2.531,72 ;$ 2.495,01 
18/06/2015;1169;$ 2.550,43 ;$ 2.495,01 
19/06/2015;1141;$ 2.528,85 ;$ 2.487,07 
20/06/2015;397;$ 2.548,20 ;$ 2.469,03 
21/06/2015;0;$ 2.548,20 ;$ 2.488,50 
22/06/2015;686;$ 2.548,20 ;$ 2.471,21 
23/06/2015;1188;$ 2.537,68 ;$ 2.461,17 
24/06/2015;1236;$ 2.550,74 ;$ 2.461,17 
25/06/2015;1463;$ 2.566,66 ;$ 2.461,17 
26/06/2015;1420;$ 2.556,21 ;$ 2.419,81 
27/06/2015;530;$ 2.585,11 ;$ 2.393,42 
28/06/2015;7;$ 2.585,11 ;$ 2.388,06 
29/06/2015;0;$ 2.585,11 ;$ 2.393,58 
30/06/2015;1643;$ 2.585,11 ;$ 2.393,58 
01/07/2015;743;$ 2.598,68 ;$ 2.393,58 
02/07/2015;985;$ 2.626,80 ;$ 2.393,58 
03/07/2015;1099;$ 2.623,91 ;$ 2.408,17 
04/07/2015;310;$ 2.642,97 ;$ 2.386,72 
05/07/2015;2;$ 2.642,97 ;$ 2.362,41 
06/07/2015;639;$ 2.642,97 ;$ 2.369,23 
07/07/2015;1088;$ 2.665,41 ;$ 2.360,58 
08/07/2015;1257;$ 2.690,15 ;$ 2.360,58 
09/07/2015;1201;$ 2.690,79 ;$ 2.360,58 
10/07/2015;1226;$ 2.670,79 ;$ 2.381,53 
11/07/2015;364;$ 2.667,37 ;$ 2.386,77 
12/07/2015;20;$ 2.667,37 ;$ 2.377,87 
13/07/2015;864;$ 2.667,37 ;$ 2.389,49 
14/07/2015;1080;$ 2.693,54 ;$ 2.417,01 
15/07/2015;1226;$ 2.688,20 ;$ 2.417,01 
16/07/2015;1182;$ 2.713,04 ;$ 2.417,01 
17/07/2015;1002;$ 2.727,23 ;$ 2.417,01 
18/07/2015;324;$ 2.751,88 ;$ 2.475,45 
19/07/2015;0;$ 2.751,88 ;$ 2.503,37 
20/07/2015;0;$ 2.751,88 ;$ 2.489,39 
21/07/2015;731;$ 2.751,88 ;$ 2.500,22 
22/07/2015;1041;$ 2.765,10 ;$ 2.500,22 
23/07/2015;1329;$ 2.790,26 ;$ 2.500,22 
24/07/2015;1110;$ 2.807,36 ;$ 2.500,22 
25/07/2015;420;$ 2.857,46 ;$ 2.542,53 
26/07/2015;8;$ 2.857,46 ;$ 2.548,13 
27/07/2015;1010;$ 2.857,46 ;$ 2.549,97 
28/07/2015;1322;$ 2.854,13 ;$ 2.533,79 
29/07/2015;1486;$ 2.855,44 ;$ 2.533,79 
30/07/2015;1589;$ 2.855,32 ;$ 2.533,79 
31/07/2015;2083;$ 2.866,04 ;$ 2.549,29 
01/08/2015;244;$ 2.862,51 ;$ 2.554,44 
02/08/2015;0;$ 2.862,51 ;$ 2.571,92 
03/08/2015;651;$ 2.862,51 ;$ 2.588,56 
04/08/2015;1023;$ 2.902,98 ;$ 2.623,66 
05/08/2015;1211;$ 2.906,95 ;$ 2.623,66 
06/08/2015;1254;$ 2.945,97 ;$ 2.623,66 
07/08/2015;28;$ 2.955,31 ;$ 2.623,66 
08/08/2015;245;$ 2.955,31 ;$ 2.569,17 
09/08/2015;0;$ 2.955,31 ;$ 2.523,00 
10/08/2015;865;$ 2.955,31 ;$ 2.538,55 
11/08/2015;1143;$ 2.913,45 ;$ 2.535,91 
12/08/2015;1157;$ 2.943,97 ;$ 2.535,91 
13/08/2015;1194;$ 2.937,63 ;$ 2.535,91 
14/08/2015;1103;$ 2.966,12 ;$ 2.535,91 
15/08/2015;361;$ 2.983,12 ;$ 2.531,72 
16/08/2015;4;$ 2.983,12 ;$ 2.550,43 
17/08/2015;0;$ 2.983,12 ;$ 2.528,85 
18/08/2015;724;$ 2.983,12 ;$ 2.548,20 
19/08/2015;1061;$ 3.003,35 ;$ 2.548,20 
20/08/2015;1097;$ 3.027,20 ;$ 2.548,20 
21/08/2015;1209;$ 3.053,65 ;$ 2.537,68 
22/08/2015;394;$ 3.102,60 ;$ 2.550,74 
23/08/2015;1;$ 3.102,60 ;$ 2.566,66 
24/08/2015;745;$ 3.102,60 ;$ 2.556,21 
25/08/2015;1207;$ 3.208,37 ;$ 2.585,11 
26/08/2015;1277;$ 3.194,24 ;$ 2.585,11 
27/08/2015;1298;$ 3.238,51 ;$ 2.585,11 
28/08/2015;1586;$ 3.195,47 ;$ 2.585,11 
29/08/2015;541;$ 3.101,10 ;$ 2.598,68 
30/08/2015;20;$ 3.101,10 ;$ 2.626,80 
31/08/2015;1686;$ 3.101,10 ;$ 2.623,91 
01/09/2015;744;$ 3.079,97 ;$ 2.642,97 
02/09/2015;896;$ 3.093,64 ;$ 2.642,97 
03/09/2015;953;$ 3.142,34 ;$ 2.642,97 
04/09/2015;1198;$ 3.119,93 ;$ 2.665,41 
05/09/2015;298;$ 3.113,55 ;$ 2.690,15 
06/09/2015;1;$ 3.113,55 ;$ 2.690,79 
07/09/2015;898;$ 3.113,55 ;$ 2.670,79 
08/09/2015;1095;$ 3.113,55 ;$ 2.667,37 
09/09/2015;1230;$ 3.138,46 ;$ 2.667,37 
10/09/2015;1214;$ 3.105,40 ;$ 2.667,37 
11/09/2015;1141;$ 3.080,57 ;$ 2.693,54 
12/09/2015;371;$ 3.012,96 ;$ 2.688,20 
13/09/2015;0;$ 3.012,96 ;$ 2.713,04 
14/09/2015;832;$ 3.012,96 ;$ 2.727,23 
15/09/2015;1053;$ 3.032,59 ;$ 2.751,88 
16/09/2015;1057;$ 3.025,28 ;$ 2.751,88 
17/09/2015;1115;$ 2.989,04 ;$ 2.751,88 
18/09/2015;1034;$ 2.975,13 ;$ 2.751,88 
19/09/2015;244;$ 2.984,90 ;$ 2.765,10 
20/09/2015;2;$ 2.984,90 ;$ 2.790,26 
21/09/2015;519;$ 2.984,90 ;$ 2.807,36 
22/09/2015;1054;$ 3.001,68 ;$ 2.857,46 
23/09/2015;1199;$ 3.065,74 ;$ 2.857,46 
24/09/2015;1110;$ 3.099,28 ;$ 2.857,46 
25/09/2015;985;$ 3.135,17 ;$ 2.854,13 
26/09/2015;347;$ 3.080,44 ;$ 2.855,44 
27/09/2015;0;$ 3.080,44 ;$ 2.855,32 
28/09/2015;939;$ 3.080,44 ;$ 2.866,04 
29/09/2015;1365;$ 3.096,98 ;$ 2.862,51 
30/09/2015;2121;$ 3.121,94 ;$ 2.862,51 
01/10/2015;774;$ 3.086,75 ;$ 2.862,51 
02/10/2015;819;$ 3.061,85 ;$ 2.902,98 
